ts,ready,running,completed,failed,queue_lag_seconds,throughput_per_second,avg_wait_priority_100,avg_wait_priority_0
2026-05-07T22:45:46.295797,78402,2,2588,0,297.247,8,100.734,0.015
2026-05-07T22:45:47.356601,78751,2,2599,0,298.378,10,101.276,0.015
2026-05-07T22:45:48.377542,79061,2,2608,0,299.439,9,101.734,0.015
2026-05-07T22:45:49.403777,79357,2,2618,0,300.458,10,102.150,0.015
2026-05-07T22:45:50.428622,79654,2,2628,0,301.484,10,102.608,0.015
2026-05-07T22:45:51.501044,79948,1,2638,0,302.513,10,102.983,0.015
2026-05-07T22:45:52.533978,80265,2,2646,0,303.580,8,103.399,0.015
2026-05-07T22:45:53.558207,80563,2,2658,0,304.612,12,103.899,0.015
2026-05-07T22:45:54.578379,80861,2,2666,0,305.634,8,104.315,0.015
2026-05-07T22:45:55.600939,81159,2,2675,0,306.657,9,104.690,0.015
2026-05-07T22:45:56.630722,81460,2,2683,0,307.685,8,105.066,0.015
2026-05-07T22:45:57.653987,81759,2,2691,0,308.709,7,105.483,0.015
2026-05-07T22:45:58.676013,82056,2,2700,0,309.730,9,105.900,0.015
2026-05-07T22:45:59.695739,82355,2,2708,0,310.753,8,106.359,0.015
2026-05-07T22:46:00.716255,82652,2,2717,0,311.772,9,106.776,0.015
2026-05-07T22:46:01.741595,82950,2,2726,0,312.796,9,107.193,0.015
2026-05-07T22:46:02.799093,83249,2,2735,0,313.821,9,107.610,0.015
2026-05-07T22:46:03.855571,83551,1,2745,0,314.879,10,107.986,0.015
2026-05-07T22:46:04.897915,83864,2,2754,0,315.936,9,108.446,0.015
2026-05-07T22:46:05.925425,84167,2,2764,0,316.979,10,108.946,0.015
2026-05-07T22:46:06.951441,84468,2,2771,0,318.006,7,109.280,0.015
2026-05-07T22:46:07.974354,84765,2,2781,0,319.029,10,109.781,0.015
2026-05-07T22:46:09.014511,85064,2,2789,0,320.054,8,110.115,0.015
2026-05-07T22:46:10.037616,85365,2,2800,0,321.093,10,110.574,0.015
2026-05-07T22:46:11.063364,85664,2,2808,0,322.118,8,110.909,0.015
2026-05-07T22:46:12.088008,85963,2,2817,0,323.143,9,111.369,0.015
2026-05-07T22:46:13.160684,86265,2,2824,0,324.173,7,111.704,0.015
2026-05-07T22:46:14.188727,86576,2,2832,0,325.239,7,112.124,0.015
2026-05-07T22:46:15.213459,86877,2,2840,0,326.268,8,112.501,0.015
2026-05-07T22:46:16.232056,87176,2,2848,0,327.290,8,112.879,0.015
2026-05-07T22:46:17.290851,87471,2,2860,0,328.315,11,113.425,0.015
2026-05-07T22:46:18.521689,87747,2,2868,0,329.454,6,113.802,0.015
2026-05-07T22:46:19.542586,88138,2,2880,0,330.602,10,114.348,0.015
2026-05-07T22:46:20.602200,88434,2,2889,0,331.620,9,114.768,0.015
2026-05-07T22:46:21.630610,88743,2,2898,0,332.681,9,115.187,0.015
2026-05-07T22:46:22.654839,89042,2,2907,0,333.707,9,115.565,0.015
2026-05-07T22:46:23.682284,89342,2,2916,0,334.736,8,115.985,0.015
2026-05-07T22:46:24.711148,89639,2,2926,0,335.759,10,116.404,0.015
2026-05-07T22:46:25.735907,89940,2,2935,0,336.791,9,116.824,0.015
2026-05-07T22:46:26.763033,90240,2,2942,0,337.817,7,117.202,0.015
2026-05-07T22:46:27.777780,90540,2,2949,0,338.840,7,117.665,0.015
2026-05-07T22:46:28.808074,90837,2,2957,0,339.857,8,118.043,0.015
2026-05-07T22:46:29.834640,91137,2,2966,0,340.883,9,118.421,0.015
2026-05-07T22:46:30.861093,91438,2,2973,0,341.913,7,118.799,0.015
2026-05-07T22:46:31.888774,91737,2,2982,0,342.939,9,119.262,0.015
2026-05-07T22:46:32.909309,92038,2,2990,0,343.968,8,119.682,0.015
2026-05-07T22:46:33.941528,92334,2,2999,0,344.984,9,120.145,0.015
2026-05-07T22:46:34.969206,92634,2,3010,0,346.022,10,120.607,0.015
2026-05-07T22:46:36.000050,92933,2,3017,0,347.050,7,120.943,0.015
2026-05-07T22:46:37.027264,93232,2,3029,0,348.080,12,121.448,0.015
2026-05-07T22:46:38.052957,93531,2,3038,0,349.106,9,121.826,0.015
2026-05-07T22:46:39.080523,93829,2,3049,0,350.134,11,122.289,0.015
2026-05-07T22:46:40.132179,94126,2,3058,0,351.156,9,122.667,0.015
2026-05-07T22:46:41.163828,94434,2,3067,0,352.212,9,123.087,0.015
2026-05-07T22:46:42.189592,94734,2,3076,0,353.241,9,123.549,0.015
2026-05-07T22:46:43.217799,95032,2,3085,0,354.266,9,123.969,0.015
2026-05-07T22:46:44.233673,95322,2,3093,0,355.292,8,124.348,0.015
2026-05-07T22:46:45.262386,95628,2,3103,0,356.311,9,124.768,0.015
2026-05-07T22:46:46.299343,95930,2,3111,0,357.344,8,125.189,0.015
2026-05-07T22:46:47.342934,96230,2,3122,0,358.380,11,125.651,0.015
2026-05-07T22:46:48.378982,96531,2,3133,0,359.422,11,126.114,0.015
2026-05-07T22:46:49.397944,96831,2,3143,0,360.456,10,126.535,0.015
2026-05-07T22:46:50.430813,97129,2,3152,0,361.477,9,126.955,0.015
2026-05-07T22:46:51.455340,97429,2,3160,0,362.506,8,127.334,0.015
2026-05-07T22:46:52.479507,97730,2,3167,0,363.532,7,127.713,0.015
2026-05-07T22:46:53.505974,98030,2,3174,0,364.555,6,128.134,0.015
2026-05-07T22:46:54.542244,98329,2,3184,0,365.585,10,128.555,0.015
2026-05-07T22:46:55.576484,98629,2,3195,0,366.622,11,129.061,0.015
2026-05-07T22:46:56.594190,98929,2,3204,0,367.652,8,129.482,0.015
2026-05-07T22:46:57.627004,99224,2,3216,0,368.674,11,129.988,0.015
2026-05-07T22:46:58.645740,99525,2,3223,0,369.703,7,130.366,0.015
2026-05-07T22:46:59.668390,99822,1,3233,0,370.721,10,130.787,0.015
2026-05-07T22:47:00.693482,100118,2,3242,0,371.744,9,131.208,0.015
2026-05-07T22:47:01.716513,100416,2,3252,0,372.770,10,131.630,0.015
2026-05-07T22:47:02.748410,100716,2,3260,0,373.796,8,131.967,0.015
2026-05-07T22:47:03.776072,101012,2,3273,0,374.826,12,132.515,0.015
2026-05-07T22:47:04.810278,101314,2,3280,0,375.856,7,132.852,0.015
2026-05-07T22:47:05.854177,101616,2,3290,0,376.890,10,133.358,0.015
2026-05-07T22:47:06.871507,101918,2,3298,0,377.930,8,133.738,0.015
2026-05-07T22:47:07.893081,102214,2,3307,0,378.947,8,134.201,0.015
2026-05-07T22:47:08.915631,102513,2,3315,0,379.970,8,134.581,0.015
2026-05-07T22:47:09.946020,102810,2,3326,0,380.996,11,135.045,0.015
2026-05-07T22:47:10.970372,103110,2,3335,0,382.025,8,135.424,0.015
2026-05-07T22:47:11.989881,103406,2,3345,0,383.047,10,135.888,0.015
2026-05-07T22:47:13.013943,103705,2,3353,0,384.070,8,136.310,0.015
2026-05-07T22:47:14.036126,104001,2,3363,0,385.090,10,136.774,0.015
2026-05-07T22:47:15.070677,104302,2,3370,0,386.115,7,137.070,0.015
2026-05-07T22:47:16.094652,104605,2,3378,0,387.151,8,137.450,0.015
2026-05-07T22:47:17.119218,104901,2,3389,0,388.175,10,137.915,0.015
2026-05-07T22:47:18.143364,105198,2,3399,0,389.198,10,138.379,0.015
2026-05-07T22:47:19.175146,105496,2,3408,0,390.223,8,138.843,0.015
2026-05-07T22:47:20.202638,105798,2,3416,0,391.256,7,139.265,0.015
2026-05-07T22:47:21.231066,106097,2,3424,0,392.278,7,139.686,0.015
2026-05-07T22:47:22.250447,106398,2,3432,0,393.310,7,140.066,0.015
2026-05-07T22:47:23.279263,106693,2,3443,0,394.329,11,140.573,0.015
2026-05-07T22:47:24.299276,106993,2,3452,0,395.360,9,140.953,0.015
2026-05-07T22:47:25.323548,107289,2,3461,0,396.377,9,141.333,0.015
2026-05-07T22:47:26.353971,107588,2,3470,0,397.403,9,141.714,0.015
2026-05-07T22:47:27.388119,107888,2,3479,0,398.432,8,142.095,0.015
2026-05-07T22:47:28.422569,108190,2,3491,0,399.479,10,142.603,0.015
2026-05-07T22:47:29.448028,108488,2,3499,0,400.498,8,142.983,0.015
2026-05-07T22:47:30.472723,108783,2,3511,0,401.523,10,143.533,0.015
2026-05-07T22:47:31.492311,109084,2,3519,0,402.552,8,143.914,0.015
2026-05-07T22:47:32.542929,109381,2,3529,0,403.573,10,144.379,0.015
2026-05-07T22:47:33.589995,109685,2,3538,0,404.620,9,144.802,0.015
2026-05-07T22:47:34.622106,109992,2,3547,0,405.671,9,145.183,0.015
2026-05-07T22:47:35.641205,110291,2,3556,0,406.700,9,145.606,0.015
2026-05-07T22:47:36.656113,110585,2,3567,0,407.716,11,146.114,0.015
2026-05-07T22:47:37.680518,110880,2,3577,0,408.734,10,146.537,0.015
2026-05-07T22:47:38.702044,111179,2,3586,0,409.757,9,146.960,0.015
2026-05-07T22:47:39.726422,111477,2,3594,0,410.779,8,147.298,0.015
2026-05-07T22:47:40.742136,111774,2,3604,0,411.803,10,147.764,0.015
2026-05-07T22:47:41.764386,112070,2,3613,0,412.820,9,148.187,0.015
2026-05-07T22:47:42.789594,112372,2,3618,0,413.842,5,148.526,0.015
2026-05-07T22:47:43.812831,112669,2,3628,0,414.867,10,148.992,0.015
2026-05-07T22:47:44.836509,112967,2,3637,0,415.889,9,149.374,0.015
2026-05-07T22:47:45.849763,113266,2,3645,0,416.913,7,149.798,0.015
2026-05-07T22:47:46.873779,113564,2,3652,0,417.929,7,150.179,0.015
2026-05-07T22:47:47.906677,113861,2,3662,0,418.954,10,150.604,0.015
2026-05-07T22:47:48.929269,114164,2,3669,0,419.984,7,150.901,0.015
2026-05-07T22:47:49.983051,114462,2,3679,0,421.010,10,151.325,0.015
2026-05-07T22:47:51.095807,114706,2,3689,0,422.068,9,151.750,0.015
2026-05-07T22:47:52.119944,115092,2,3697,0,423.173,7,152.175,0.015
2026-05-07T22:47:53.150070,115391,2,3707,0,424.201,10,152.600,0.015
2026-05-07T22:47:54.173640,115687,2,3718,0,425.225,11,153.109,0.015
2026-05-07T22:47:55.211607,115989,2,3724,0,426.251,6,153.491,0.015
2026-05-07T22:47:56.229216,116291,2,3734,0,427.292,9,153.915,0.015
2026-05-07T22:47:57.255834,116586,2,3744,0,428.308,10,154.339,0.015
2026-05-07T22:47:58.279995,116883,2,3754,0,429.333,9,154.806,0.015
2026-05-07T22:47:59.302586,117180,2,3765,0,430.357,11,155.314,0.015
2026-05-07T22:48:00.330268,117477,2,3775,0,431.382,9,155.738,0.015
2026-05-07T22:48:01.347931,117775,2,3785,0,432.407,10,156.161,0.015
2026-05-07T22:48:02.361498,118070,2,3794,0,433.423,9,156.584,0.015
2026-05-07T22:48:03.384702,118366,2,3803,0,434.439,9,157.008,0.015
2026-05-07T22:48:04.402474,118664,2,3812,0,435.462,8,157.432,0.015
2026-05-07T22:48:05.419542,118961,2,3820,0,436.479,8,157.855,0.015
2026-05-07T22:48:06.437107,119256,2,3831,0,437.498,11,158.321,0.015
2026-05-07T22:48:07.461739,119551,2,3840,0,438.513,9,158.787,0.015
2026-05-07T22:48:08.512967,119850,2,3849,0,439.536,9,159.168,0.015
2026-05-07T22:48:09.539612,120156,2,3858,0,440.591,8,159.591,0.015
2026-05-07T22:48:10.568723,120456,2,3867,0,441.619,8,160.015,0.015
2026-05-07T22:48:11.593142,120755,2,3876,0,442.647,9,160.480,0.015
2026-05-07T22:48:12.620546,121051,2,3887,0,443.669,10,160.946,0.015
2026-05-07T22:48:13.650805,121354,2,3894,0,444.700,7,161.285,0.015
2026-05-07T22:48:14.698137,121655,2,3901,0,445.727,7,161.709,0.015
2026-05-07T22:48:15.722325,121961,2,3910,0,446.777,8,162.175,0.015
2026-05-07T22:48:16.746426,122258,2,3919,0,447.798,9,162.599,0.015
2026-05-07T22:48:17.781922,122557,2,3928,0,448.825,9,163.023,0.015
2026-05-07T22:48:18.809963,122861,2,3934,0,449.858,5,163.447,0.015
2026-05-07T22:48:19.840541,123162,2,3942,0,450.890,7,163.871,0.015
2026-05-07T22:48:20.867750,123463,2,3949,0,451.915,7,164.253,0.015
2026-05-07T22:48:21.887765,123762,2,3958,0,452.942,9,164.720,0.015
2026-05-07T22:48:22.907556,124062,2,3966,0,453.967,8,165.144,0.015
2026-05-07T22:48:23.929859,124357,2,3975,0,454.982,9,165.568,0.015
2026-05-07T22:48:24.961212,124656,2,3983,0,456.005,8,165.908,0.015
2026-05-07T22:48:25.992145,124959,2,3990,0,457.038,7,166.333,0.015
2026-05-07T22:48:27.018433,125260,2,3998,0,458.068,8,166.758,0.015
2026-05-07T22:48:28.044522,125559,2,4007,0,459.097,9,167.183,0.015
2026-05-07T22:48:29.066911,125856,2,4018,0,460.130,11,167.650,0.015
2026-05-07T22:48:30.090423,126152,2,4028,0,461.144,10,168.076,0.015
2026-05-07T22:48:31.113649,126448,2,4039,0,462.167,11,168.543,0.015
2026-05-07T22:48:32.157587,126748,2,4047,0,463.194,8,168.883,0.015
2026-05-07T22:48:33.175432,127050,2,4058,0,464.234,10,169.393,0.015
2026-05-07T22:48:34.211250,127346,2,4067,0,465.255,9,169.818,0.015
2026-05-07T22:48:35.236150,127649,2,4074,0,466.288,7,170.243,0.015
2026-05-07T22:48:36.260858,127948,2,4084,0,467.315,10,170.668,0.015
2026-05-07T22:48:37.282146,128244,2,4094,0,468.337,10,171.178,0.015
2026-05-07T22:48:38.309286,128544,2,4102,0,469.362,8,171.603,0.015
2026-05-07T22:48:39.338132,128842,2,4112,0,470.388,10,172.112,0.015
2026-05-07T22:48:40.363988,129140,2,4122,0,471.417,10,172.579,0.015
2026-05-07T22:48:41.395394,129438,2,4131,0,472.441,9,173.003,0.015
2026-05-07T22:48:42.425553,129738,2,4141,0,473.474,10,173.427,0.015
2026-05-07T22:48:43.451278,130039,2,4149,0,474.503,8,173.766,0.015
2026-05-07T22:48:44.477408,130339,2,4156,0,475.528,6,174.190,0.015
2026-05-07T22:48:45.503751,130640,2,4164,0,476.557,8,174.615,0.015
2026-05-07T22:48:46.526213,130937,2,4174,0,477.580,10,175.039,0.015
2026-05-07T22:48:47.551077,131238,2,4180,0,478.602,6,175.464,0.015
2026-05-07T22:48:48.576969,131537,2,4189,0,479.630,9,175.888,0.015
2026-05-07T22:48:49.607862,131838,2,4196,0,480.658,7,176.228,0.015
2026-05-07T22:48:50.685281,132138,2,4205,0,481.687,8,176.696,0.015
2026-05-07T22:48:51.725823,132452,2,4214,0,482.763,9,177.163,0.015
2026-05-07T22:48:52.750109,132753,2,4225,0,483.804,11,177.630,0.015
2026-05-07T22:48:53.772778,133052,2,4233,0,484.827,7,178.012,0.015
2026-05-07T22:48:54.800158,133351,2,4242,0,485.854,9,178.395,0.015
2026-05-07T22:48:55.822125,133651,2,4250,0,486.880,8,178.777,0.015
2026-05-07T22:48:56.848830,133950,2,4258,0,487.902,8,179.160,0.015
2026-05-07T22:48:57.876714,134253,2,4263,0,488.929,5,179.543,0.015
2026-05-07T22:48:58.903570,134553,2,4271,0,489.956,8,179.926,0.015
2026-05-07T22:48:59.928585,134850,2,4281,0,490.981,10,180.352,0.015
2026-05-07T22:49:00.960023,135152,2,4288,0,492.009,7,180.692,0.015
2026-05-07T22:49:01.990424,135452,2,4296,0,493.037,8,181.119,0.015
2026-05-07T22:49:03.058973,135754,2,4304,0,494.069,8,181.587,0.015
2026-05-07T22:49:04.085308,136067,2,4311,0,495.137,7,182.013,0.015
2026-05-07T22:49:05.101351,136368,2,4319,0,496.164,8,182.397,0.015
2026-05-07T22:49:06.129435,136663,2,4328,0,497.179,9,182.824,0.015
2026-05-07T22:49:07.158733,136965,2,4335,0,498.210,7,183.250,0.015
2026-05-07T22:49:08.187610,137265,2,4343,0,499.237,8,183.634,0.015
2026-05-07T22:49:09.217452,137567,2,4351,0,500.268,8,184.103,0.015
2026-05-07T22:49:10.245900,137864,2,4362,0,501.297,10,184.572,0.015
2026-05-07T22:49:11.271654,138166,2,4368,0,502.322,6,184.913,0.015
2026-05-07T22:49:12.291215,138464,2,4378,0,503.350,10,185.340,0.015
2026-05-07T22:49:13.315979,138761,2,4386,0,504.367,8,185.809,0.015
2026-05-07T22:49:14.338721,139060,2,4396,0,505.394,10,186.236,0.015
2026-05-07T22:49:15.368359,139356,2,4406,0,506.417,10,186.662,0.015
2026-05-07T22:49:16.390478,139659,2,4413,0,507.449,7,187.089,0.015
2026-05-07T22:49:17.407627,139957,2,4421,0,508.469,8,187.515,0.015
2026-05-07T22:49:18.433901,140253,2,4430,0,509.487,9,187.942,0.015
2026-05-07T22:49:19.460908,140552,2,4439,0,510.513,9,188.369,0.015
2026-05-07T22:49:20.488367,140848,2,4451,0,511.540,12,188.924,0.015
2026-05-07T22:49:21.517990,141149,2,4459,0,512.569,8,189.307,0.015
2026-05-07T22:49:22.536318,141446,2,4470,0,513.597,10,189.776,0.015
2026-05-07T22:49:23.560980,141743,2,4478,0,514.614,7,190.160,0.015
2026-05-07T22:49:24.594965,142043,2,4487,0,515.642,9,190.629,0.015
2026-05-07T22:49:25.619627,142342,2,4496,0,516.671,9,191.098,0.015
2026-05-07T22:49:26.645136,142641,2,4506,0,517.698,10,191.609,0.015
2026-05-07T22:49:27.675429,142940,2,4514,0,518.723,8,191.993,0.015
2026-05-07T22:49:28.705938,143240,2,4524,0,519.756,10,192.419,0.015
2026-05-07T22:49:29.731567,143540,2,4532,0,520.782,8,192.760,0.015
2026-05-07T22:49:30.757351,143841,2,4539,0,521.809,7,193.186,0.015
2026-05-07T22:49:31.780071,144137,2,4551,0,522.835,11,193.697,0.015
2026-05-07T22:49:32.803923,144435,2,4560,0,523.859,9,194.165,0.015
2026-05-07T22:49:33.837853,144734,2,4568,0,524.883,8,194.634,0.015
2026-05-07T22:49:34.877783,145036,2,4577,0,525.918,9,195.059,0.015
2026-05-07T22:49:35.903879,145338,2,4586,0,526.956,9,195.443,0.015
2026-05-07T22:49:36.929692,145635,2,4596,0,527.980,10,195.868,0.015
2026-05-07T22:49:37.958957,145935,2,4604,0,529.010,8,196.209,0.015
2026-05-07T22:49:38.984668,146235,2,4613,0,530.036,9,196.635,0.015
2026-05-07T22:49:40.012212,146536,2,4621,0,531.065,8,197.147,0.015
2026-05-07T22:49:41.044989,146836,2,4629,0,532.093,8,197.487,0.015
2026-05-07T22:49:42.075214,147132,2,4640,0,533.122,10,197.999,0.015
2026-05-07T22:49:43.119731,147434,2,4649,0,534.151,9,198.382,0.015
2026-05-07T22:49:44.152066,147739,2,4657,0,535.197,8,198.851,0.015
2026-05-07T22:49:45.178732,148040,2,4666,0,536.229,9,199.235,0.015
2026-05-07T22:49:46.209593,148340,2,4675,0,537.259,9,199.661,0.015
2026-05-07T22:49:47.243190,148640,1,4684,0,538.286,9,200.045,0.015
2026-05-07T22:49:48.282739,148940,2,4693,0,539.320,9,200.514,0.015
2026-05-07T22:49:49.313341,149240,2,4705,0,540.359,12,201.025,0.015
2026-05-07T22:49:50.340298,149540,2,4714,0,541.390,9,201.452,0.015
2026-05-07T22:49:51.368487,149841,2,4722,0,542.419,8,201.835,0.015
2026-05-07T22:49:52.399003,150142,2,4729,0,543.447,7,202.262,0.015
2026-05-07T22:49:53.424669,150441,2,4739,0,544.475,10,202.731,0.015
2026-05-07T22:49:54.456468,150740,2,4748,0,545.501,9,203.115,0.015
2026-05-07T22:49:55.498573,151041,2,4757,0,546.535,8,203.542,0.015
2026-05-07T22:49:56.528821,151345,2,4766,0,547.579,9,204.011,0.015
2026-05-07T22:49:57.554515,151644,2,4774,0,548.604,8,204.395,0.015
2026-05-07T22:49:58.588859,151945,2,4782,0,549.634,8,204.865,0.015
2026-05-07T22:49:59.614491,152244,2,4792,0,550.665,10,205.291,0.015
2026-05-07T22:50:00.642754,152546,2,4800,0,551.694,8,205.718,0.015
2026-05-07T22:50:01.670628,152845,2,4808,0,552.719,8,206.102,0.015
2026-05-07T22:50:02.695035,153143,2,4818,0,553.746,10,206.529,0.015
2026-05-07T22:50:03.726683,153443,2,4827,0,554.775,9,206.914,0.015
2026-05-07T22:50:04.758922,153741,2,4837,0,555.802,10,207.341,0.015
2026-05-07T22:50:05.829090,154043,2,4847,0,556.842,10,207.769,0.015
2026-05-07T22:50:06.860094,154352,2,4858,0,557.910,10,208.281,0.015
2026-05-07T22:50:07.886651,154650,2,4868,0,558.936,9,208.708,0.015
2026-05-07T22:50:08.914618,154949,2,4877,0,559.964,9,209.178,0.015
2026-05-07T22:50:09.962382,155249,2,4886,0,560.994,9,209.563,0.015
2026-05-07T22:50:10.991617,155555,2,4894,0,562.040,7,209.948,0.015
2026-05-07T22:50:12.021753,155854,2,4905,0,563.072,11,210.461,0.015
2026-05-07T22:50:13.050252,156151,2,4916,0,564.100,11,210.973,0.015
2026-05-07T22:50:14.086470,156452,2,4923,0,565.127,7,211.400,0.015
2026-05-07T22:50:15.130753,156754,2,4932,0,566.163,8,211.826,0.015
2026-05-07T22:50:16.161432,157057,2,4943,0,567.210,10,212.338,0.015
2026-05-07T22:50:17.186885,157359,2,4950,0,568.238,7,212.722,0.015
2026-05-07T22:50:18.213867,157659,2,4957,0,569.263,7,213.106,0.015
2026-05-07T22:50:19.242333,157958,2,4966,0,570.290,8,213.533,0.015
2026-05-07T22:50:20.273297,158257,2,4975,0,571.318,9,214.002,0.015
2026-05-07T22:50:21.307726,158560,2,4983,0,572.354,7,214.429,0.015
2026-05-07T22:50:22.336642,158862,2,4991,0,573.385,7,214.856,0.015
2026-05-07T22:50:23.362044,159161,2,5001,0,574.417,10,215.283,0.015
2026-05-07T22:50:24.409084,159460,2,5010,0,575.443,9,215.752,0.015
2026-05-07T22:50:25.427185,159764,2,5020,0,576.486,10,216.222,0.015
2026-05-07T22:50:26.453749,160061,2,5027,0,577.503,7,216.648,0.015
2026-05-07T22:50:27.481008,160360,2,5036,0,578.530,9,217.075,0.015
2026-05-07T22:50:28.500827,160661,2,5045,0,579.561,9,217.502,0.015
2026-05-07T22:50:29.551072,160959,2,5051,0,580.578,6,217.844,0.015
2026-05-07T22:50:30.578549,161266,2,5059,0,581.628,6,218.313,0.015
2026-05-07T22:50:31.602987,161569,2,5066,0,582.659,6,218.698,0.015
2026-05-07T22:50:32.634176,161865,2,5077,0,583.684,10,219.168,0.015
2026-05-07T22:50:33.665893,162165,2,5086,0,584.713,9,219.552,0.015
2026-05-07T22:50:34.698713,162466,2,5095,0,585.747,9,219.979,0.015
2026-05-07T22:50:35.778409,162768,2,5105,0,586.784,8,220.407,0.015
2026-05-07T22:50:36.809950,163081,2,5114,0,587.859,8,220.834,0.015
2026-05-07T22:50:37.837488,163380,2,5123,0,588.887,9,221.261,0.015
2026-05-07T22:50:38.854172,163678,2,5133,0,589.914,10,221.732,0.015
2026-05-07T22:50:39.884082,163975,2,5142,0,590.934,8,222.159,0.015
2026-05-07T22:50:40.912255,164274,2,5152,0,591.962,9,222.629,0.015
2026-05-07T22:50:41.945323,164575,2,5159,0,592.990,6,223.014,0.015
2026-05-07T22:50:42.976190,164875,2,5169,0,594.024,9,223.441,0.015
2026-05-07T22:50:44.003392,165175,2,5178,0,595.054,9,223.911,0.015
2026-05-07T22:50:45.031874,165475,2,5187,0,596.081,9,224.296,0.015
2026-05-07T22:50:46.069205,165775,2,5196,0,597.113,9,224.723,0.015
2026-05-07T22:50:47.100416,166077,1,5205,0,598.148,9,225.151,0.015
2026-05-07T22:50:48.156715,166378,2,5212,0,599.177,7,225.621,0.015
2026-05-07T22:50:49.185250,166687,2,5222,0,600.238,9,226.048,0.015
2026-05-07T22:50:50.207463,166982,2,5233,0,601.265,10,226.519,0.015
2026-05-07T22:50:51.226502,167277,2,5245,0,602.284,11,227.031,0.015
2026-05-07T22:50:52.266800,167575,2,5254,0,603.306,9,227.458,0.015
2026-05-07T22:50:53.306265,167879,2,5261,0,604.344,7,227.843,0.015
2026-05-07T22:50:54.326084,168182,2,5271,0,605.387,10,228.270,0.015
2026-05-07T22:50:55.343906,168477,2,5281,0,606.403,9,228.782,0.015
2026-05-07T22:50:56.375635,168773,2,5291,0,607.423,10,229.209,0.015
2026-05-07T22:50:57.404068,169074,2,5299,0,608.454,8,229.636,0.015
2026-05-07T22:50:58.432007,169370,2,5311,0,609.481,12,230.148,0.015
2026-05-07T22:50:59.458974,169668,2,5321,0,610.507,10,230.617,0.015
2026-05-07T22:51:00.549545,169969,2,5330,0,611.538,9,231.044,0.015
2026-05-07T22:51:01.639895,170285,2,5341,0,612.628,10,231.513,0.015
2026-05-07T22:51:02.694660,170604,2,5348,0,613.716,6,231.939,0.015
2026-05-07T22:51:03.712169,170912,2,5356,0,614.770,8,232.365,0.015
2026-05-07T22:51:04.760842,171209,2,5365,0,615.788,9,232.834,0.015
2026-05-07T22:51:05.789655,171514,2,5374,0,616.836,9,233.260,0.015
2026-05-07T22:51:06.890528,171814,2,5385,0,617.869,9,233.729,0.015
2026-05-07T22:51:07.916471,172133,2,5394,0,618.969,9,234.113,0.015
2026-05-07T22:52:14.802086,172308,2,5396,0,620.045,0,234.240,0.015
2026-05-07T22:52:15.902605,172654,2,5398,0,621.587,2,234.326,0.015
2026-05-07T22:52:16.965605,173235,2,5412,0,622.697,13,234.971,0.015
2026-05-07T22:52:18.007663,173542,2,5421,0,623.754,9,235.399,0.015
2026-05-07T22:52:19.118753,173829,2,5430,0,624.793,9,235.828,0.015
2026-05-07T22:52:20.145384,174167,2,5441,0,625.903,9,236.385,0.015
2026-05-07T22:52:21.249265,174463,2,5453,0,626.935,11,236.899,0.015
2026-05-07T22:52:22.278797,174785,2,5462,0,628.032,9,237.327,0.015
2026-05-07T22:52:23.336593,175085,2,5471,0,629.062,8,237.798,0.015
2026-05-07T22:52:24.373099,175392,2,5481,0,630.119,10,238.227,0.015
2026-05-07T22:52:25.406959,175695,2,5491,0,631.161,10,238.655,0.015
2026-05-07T22:52:26.454592,175996,2,5499,0,632.194,7,239.083,0.015
2026-05-07T22:52:27.516571,176301,2,5507,0,633.236,8,239.469,0.015
2026-05-07T22:52:28.544131,176611,2,5516,0,634.300,8,239.940,0.015
2026-05-07T22:52:29.574738,176913,2,5523,0,635.329,7,240.369,0.015
2026-05-07T22:52:30.610229,177214,2,5531,0,636.357,8,240.711,0.015
2026-05-07T22:52:31.636795,177515,2,5540,0,637.393,9,241.140,0.015
2026-05-07T22:52:32.669884,177796,2,5548,0,638.420,8,241.526,0.015
2026-05-07T22:52:33.734947,178117,2,5556,0,639.453,8,241.913,0.015
2026-05-07T22:52:34.769773,178431,2,5563,0,705.813,3,242.330,0.015
2026-05-07T22:52:35.819060,178730,2,5574,0,706.846,10,242.918,0.015
2026-05-07T22:52:36.865067,179034,2,5585,0,707.898,10,243.505,0.015
2026-05-07T22:52:37.912175,179339,2,5594,0,708.945,9,244.038,0.015
2026-05-07T22:52:38.943308,179644,2,5603,0,709.992,8,244.571,0.015
2026-05-07T22:52:40.005055,179945,2,5611,0,711.021,8,245.050,0.015
2026-05-07T22:52:41.072862,180254,2,5621,0,712.084,8,245.582,0.015
2026-05-07T22:52:42.111043,180561,2,5633,0,713.149,11,246.220,0.015
2026-05-07T22:52:43.191428,180864,2,5642,0,714.187,8,246.857,0.015
2026-05-07T22:52:44.222155,181179,2,5650,0,715.267,7,247.441,0.015
2026-05-07T22:52:45.299388,181480,2,5659,0,716.298,9,248.077,0.015
2026-05-07T22:52:46.324100,181788,2,5667,0,717.379,8,248.606,0.015
2026-05-07T22:52:47.413871,182093,2,5677,0,718.402,10,249.136,0.015
2026-05-07T22:52:48.438296,182408,2,5688,0,719.489,9,249.770,0.015
2026-05-07T22:52:49.537115,182705,2,5699,0,720.515,11,250.404,0.015
2026-05-07T22:52:50.556904,183024,2,5709,0,721.613,9,250.985,0.015
